postion,age
50.95288861,1.128
51.07198224,1.131
51.19173904,1.134
51.31216275,1.137
51.43325699,1.14
51.55502517,1.143
51.67747057,1.146
51.80059629,1.149
51.92440524,1.152
52.0489002,1.155
52.17408375,1.158
52.29995833,1.161
52.42652617,1.164
52.55378936,1.167
52.68174981,1.17
52.81040925,1.173
52.93976925,1.176
53.06983121,1.179
53.20059634,1.182
53.33206568,1.185
53.4642401,1.188
53.59712031,1.191
53.73070683,1.194
53.865,1.197
54,1.2
54.13570683,1.203
54.27212031,1.206
54.4092401,1.209
54.54706568,1.212
54.68559634,1.215
54.82483121,1.218
54.96476925,1.221
55.10540925,1.224
55.24674981,1.227
55.38878936,1.23
55.53152617,1.233
55.67495833,1.236
55.81908375,1.239
55.9639002,1.242
56.10940524,1.245
56.25559629,1.248
56.40247057,1.251
56.55002517,1.254
56.69825699,1.257
56.84716275,1.26
56.99673904,1.263
57.14698224,1.266
57.29788861,1.269
57.44945421,1.272
57.60167497,1.275
57.75454662,1.278
57.90806477,1.281
58.06222484,1.284
58.2170221,1.287
58.37245167,1.29
58.52850852,1.293
58.68518743,1.296
58.84248307,1.299
59.00038993,1.302
59.15890237,1.305
59.31801458,1.308
59.4777206,1.311
59.63801435,1.314
59.79888959,1.317
59.96033993,1.32
60.12235884,1.323
60.28493965,1.326
60.44807557,1.329
60.61175965,1.332
60.77598482,1.335
60.94074385,1.338
61.10602941,1.341
61.27183403,1.344
61.43815011,1.347
61.60496991,1.35
61.7722856,1.353
61.94008919,1.356
62.10837258,1.359
62.27712758,1.362
62.44634585,1.365
62.61601895,1.368
62.78613832,1.371
62.95669529,1.374
63.1276811,1.377
63.29908687,1.38
63.4709036,1.383
63.64312223,1.386
63.81573356,1.389
63.98872832,1.392
64.16209712,1.395
64.33583052,1.398
64.50991893,1.401
64.68435273,1.404
64.85912219,1.407
65.03421748,1.41
65.20962872,1.413
65.38534594,1.416
65.56135909,1.419
65.73765804,1.422
65.91423262,1.425
66.09107257,1.428
66.26816755,1.431
66.44550718,1.434
66.62308102,1.437
66.80087857,1.44
66.97888925,1.443
67.15710247,1.446
67.33550755,1.449
67.51409379,1.452
67.69285044,1.455
67.87176669,1.458
68.05083172,1.461
68.23003465,1.464
68.40936457,1.467
68.58881054,1.47
68.76836161,1.473
68.94800677,1.476
69.12773501,1.479
69.3075353,1.482
69.48739658,1.485
69.66730778,1.488
69.84725783,1.491
70.02723562,1.494
70.20723007,1.497
70.38723007,1.5
70.56722452,1.503
70.74720231,1.506
70.92715236,1.509
71.10706356,1.512
71.28692484,1.515
71.46672513,1.518
71.64645337,1.521
71.82609853,1.524
72.0056496,1.527
72.18509557,1.53
72.36442549,1.533
72.54362842,1.536
72.72269345,1.539
72.9016097,1.542
73.08036635,1.545
73.25895259,1.548
73.43735767,1.551
73.61557089,1.554
73.79358158,1.557
73.97137912,1.56
74.14895296,1.563
74.32629259,1.566
74.50338758,1.569
74.68022752,1.572
74.8568021,1.575
75.03310105,1.578
75.2091142,1.581
75.38483142,1.584
75.56024266,1.587
75.73533795,1.59
75.91010741,1.593
76.08454121,1.596
76.25862963,1.599
76.43236302,1.602
76.60573182,1.605
76.77872658,1.608
76.95133791,1.611
77.12355654,1.614
77.29537328,1.617
77.46677904,1.62
77.63776485,1.623
77.80832183,1.626
77.97844119,1.629
78.14811429,1.632
78.31733256,1.635
78.48608756,1.638
78.65437096,1.641
78.82217454,1.644
78.98949023,1.647
79.15631003,1.65
79.32262611,1.653
79.48843073,1.656
79.65371629,1.659
79.81847532,1.662
79.98270049,1.665
80.14638457,1.668
80.30952049,1.671
80.4721013,1.674
80.63412021,1.677
80.79557055,1.68
80.95644579,1.683
81.11673954,1.686
81.27644557,1.689
81.43555777,1.692
81.59407021,1.695
81.75197707,1.698
81.90927271,1.701
82.06595163,1.704
82.22200847,1.707
82.37743804,1.71
82.5322353,1.713
82.68639537,1.716
82.83991352,1.719
82.99278517,1.722
83.14500593,1.725
83.29657153,1.728
83.4474779,1.731
83.59772111,1.734
83.74729739,1.737
83.89620315,1.74
84.04443497,1.743
84.19198957,1.746
84.33886386,1.749
84.4850549,1.752
84.63055994,1.755
84.77537639,1.758
84.91950182,1.761
85.06293398,1.764
85.20567078,1.767
85.34771034,1.77
85.48905089,1.773
85.62969089,1.776
85.76962893,1.779
85.9088638,1.782
86.04739446,1.785
86.18522004,1.788
86.32233983,1.791
86.45875331,1.794
86.59446014,1.797
86.72946014,1.8
86.86375331,1.803
86.99733983,1.806
87.13022004,1.809
87.26239446,1.812
87.3938638,1.815
87.52462893,1.818
87.65469089,1.821
87.78405089,1.824
87.91271034,1.827
88.04067078,1.83
88.16793398,1.833
88.29450182,1.836
88.42037639,1.839
88.54555994,1.842
88.6700549,1.845
88.79386386,1.848
88.91698957,1.851
89.03943497,1.854
89.16120315,1.857
89.28229739,1.86
89.40272111,1.863
89.5224779,1.866
89.64157153,1.869
89.76000593,1.872
89.87778517,1.875
89.99491352,1.878
90.11139537,1.881
90.2272353,1.884
90.34243804,1.887
90.45700847,1.89
90.57095163,1.893
90.68427271,1.896
90.79697707,1.899
90.90907021,1.902
91.02055777,1.905
91.13144557,1.908
91.24173954,1.911
91.35144579,1.914
91.46057055,1.917
91.56912021,1.92
91.6771013,1.923
91.78452049,1.926
91.89138457,1.929
91.99770049,1.932
92.10347532,1.935
92.20871629,1.938
92.31343073,1.941
92.41762611,1.944
92.52131003,1.947
92.62449023,1.95
92.72717454,1.953
92.82937096,1.956
92.93108756,1.959
93.03233256,1.962
93.13311429,1.965
93.23344119,1.968
93.33332183,1.971
93.43276485,1.974
93.53177904,1.977
93.63037328,1.98
93.72855654,1.983
93.82633791,1.986
93.92372658,1.989
94.02073182,1.992
94.11736302,1.995
94.21362963,1.998
94.30954121,2.001
94.40510741,2.004
94.50033795,2.007
94.59524266,2.01
94.68983142,2.013
94.7841142,2.016
94.87810105,2.019
94.9718021,2.022
95.06522752,2.025
95.15838758,2.028
95.25129259,2.031
95.34395296,2.034
95.43637912,2.037
95.52858158,2.04
95.62057089,2.043
95.71235767,2.046
95.80395259,2.049
95.89536635,2.052
95.9866097,2.055
96.07769345,2.058
96.16862842,2.061
96.25942549,2.064
96.35009557,2.067
96.4406496,2.07
96.53109853,2.073
96.62145337,2.076
96.71172513,2.079
96.80192484,2.082
96.89206356,2.085
96.98215236,2.088
97.07220231,2.091
97.16222452,2.094
97.25223007,2.097
97.34223007,2.1
97.43223562,2.103
97.52225783,2.106
97.61230778,2.109
97.70239658,2.112
97.7925353,2.115
97.88273501,2.118
97.97300677,2.121
98.06336161,2.124
98.15381054,2.127
98.24436457,2.13
98.33503465,2.133
98.42583172,2.136
98.51676669,2.139
98.60785044,2.142
98.69909379,2.145
98.79050755,2.148
98.88210247,2.151
98.97388925,2.154
99.06587857,2.157
99.15808102,2.16
99.25050718,2.163
99.34316755,2.166
99.43607257,2.169
99.52923262,2.172
99.62265804,2.175
99.71635909,2.178
99.81034594,2.181
99.90462872,2.184
99.99921748,2.187
100.0941222,2.19
100.1893527,2.193
100.2849189,2.196
100.3808305,2.199
100.4770971,2.202
100.5737283,2.205
100.6707336,2.208
100.7681222,2.211
100.8659036,2.214
100.9640869,2.217
101.0626811,2.22
101.1616953,2.223
101.2611383,2.226
101.3610189,2.229
101.4613459,2.232
101.5621276,2.235
101.6633726,2.238
101.7650892,2.241
101.8672856,2.244
101.9699699,2.247
102.0731501,2.25
102.176834,2.253
102.2810294,2.256
102.3857439,2.259
102.4909848,2.262
102.5967597,2.265
102.7030756,2.268
102.8099397,2.271
102.9173588,2.274
103.0253399,2.277
103.1338896,2.28
103.2430144,2.283
103.3527206,2.286
103.4630146,2.289
103.5739024,2.292
103.6853899,2.295
103.7974831,2.298
103.9101874,2.301
104.0235085,2.304
104.1374517,2.307
104.2520221,2.31
104.3672248,2.313
104.4830648,2.316
104.5995466,2.319
104.716675,2.322
104.8344542,2.325
104.9528886,2.328
105.0719822,2.331
105.191739,2.334
105.3121628,2.337
105.433257,2.34
105.5550252,2.343
105.6774706,2.346
105.8005963,2.349
105.9244052,2.352
106.0489002,2.355
106.1740838,2.358
106.2999583,2.361
106.4265262,2.364
106.5537894,2.367
106.6817498,2.37
106.8104093,2.373
106.9397693,2.376
107.0698312,2.379
107.2005963,2.382
107.3320657,2.385
107.4642401,2.388
107.5971203,2.391
107.7307068,2.394
107.865,2.397
108,2.4
108.1357068,2.403
108.2721203,2.406
108.4092401,2.409
108.5470657,2.412
108.6855963,2.415
108.8248312,2.418
108.9647693,2.421
109.1054093,2.424
109.2467498,2.427
109.3887894,2.43
109.5315262,2.433
109.6749583,2.436
109.8190838,2.439
109.9639002,2.442
110.1094052,2.445
110.2555963,2.448
110.4024706,2.451
110.5500252,2.454
110.698257,2.457
110.8471628,2.46
110.996739,2.463
111.1469822,2.466
111.2978886,2.469
111.4494542,2.472
111.601675,2.475
111.7545466,2.478
111.9080648,2.481
112.0622248,2.484
112.2170221,2.487
112.3724517,2.49
112.5285085,2.493
112.6851874,2.496
112.8424831,2.499
113.0003899,2.502
113.1589024,2.505
113.3180146,2.508
113.4777206,2.511
113.6380144,2.514
113.7988896,2.517
113.9603399,2.52
114.1223588,2.523
114.2849397,2.526
114.4480756,2.529
114.6117597,2.532
114.7759848,2.535
114.9407439,2.538
115.1060294,2.541
115.271834,2.544
115.4381501,2.547
115.6049699,2.55
115.7722856,2.553
115.9400892,2.556
116.1083726,2.559
116.2771276,2.562
116.4463459,2.565
116.6160189,2.568
116.7861383,2.571
116.9566953,2.574
117.1276811,2.577
117.2990869,2.58
117.4709036,2.583
117.6431222,2.586
117.8157336,2.589
117.9887283,2.592
118.1620971,2.595
118.3358305,2.598
118.5099189,2.601
118.6843527,2.604
118.8591222,2.607
119.0342175,2.61
119.2096287,2.613
119.3853459,2.616
119.5613591,2.619
119.737658,2.622
119.9142326,2.625
120.0910726,2.628
120.2681675,2.631
120.4455072,2.634
120.623081,2.637
120.8008786,2.64
120.9788893,2.643
121.1571025,2.646
121.3355076,2.649
121.5140938,2.652
121.6928504,2.655
121.8717667,2.658
122.0508317,2.661
122.2300346,2.664
122.4093646,2.667
122.5888105,2.67
122.7683616,2.673
122.9480068,2.676
123.127735,2.679
123.3075353,2.682
123.4873966,2.685
123.6673078,2.688
123.8472578,2.691
124.0272356,2.694
124.2072301,2.697
124.3872301,2.7
124.5672245,2.703
124.7472023,2.706
124.9271524,2.709
125.1070636,2.712
125.2869248,2.715
125.4667251,2.718
125.6464534,2.721
125.8260985,2.724
126.0056496,2.727
126.1850956,2.73
126.3644255,2.733
126.5436284,2.736
126.7226934,2.739
126.9016097,2.742
127.0803663,2.745
127.2589526,2.748
127.4373577,2.751
127.6155709,2.754
127.7935816,2.757
127.9713791,2.76
128.148953,2.763
128.3262926,2.766
128.5033876,2.769
128.6802275,2.772
128.8568021,2.775
129.0331011,2.778
129.2091142,2.781
129.3848314,2.784
129.5602427,2.787
129.735338,2.79
129.9101074,2.793
130.0845412,2.796
130.2586296,2.799
130.432363,2.802
130.6057318,2.805
130.7787266,2.808
130.9513379,2.811
131.1235565,2.814
131.2953733,2.817
131.466779,2.82
131.6377648,2.823
131.8083218,2.826
131.9784412,2.829
132.1481143,2.832
132.3173326,2.835
132.4860876,2.838
132.654371,2.841
132.8221745,2.844
132.9894902,2.847
133.15631,2.85
133.3226261,2.853
133.4884307,2.856
133.6537163,2.859
133.8184753,2.862
133.9827005,2.865
134.1463846,2.868
134.3095205,2.871
134.4721013,2.874
134.6341202,2.877
134.7955706,2.88
134.9564458,2.883
135.1167395,2.886
135.2764456,2.889
135.4355578,2.892
135.5940702,2.895
135.7519771,2.898
135.9092727,2.901
136.0659516,2.904
136.2220085,2.907
136.377438,2.91
136.5322353,2.913
136.6863954,2.916
136.8399135,2.919
136.9927852,2.922
137.1450059,2.925
137.2965715,2.928
137.4474779,2.931
137.5977211,2.934
137.7472974,2.937
137.8962032,2.94
138.044435,2.943
138.1919896,2.946
138.3388639,2.949
138.4850549,2.952
138.6305599,2.955
138.7753764,2.958
138.9195018,2.961
139.062934,2.964
139.2056708,2.967
139.3477103,2.97
139.4890509,2.973
139.6296909,2.976
139.7696289,2.979
139.9088638,2.982
140.0473945,2.985
140.18522,2.988
140.3223398,2.991
140.4587533,2.994
140.5944601,2.997
140.7294601,3
140.8637533,3.003
140.9973398,3.006
141.13022,3.009
141.2623945,3.012
141.3938638,3.015
141.5246289,3.018
141.6546909,3.021
141.7840509,3.024
141.9127103,3.027
142.0406708,3.03
142.167934,3.033
142.2945018,3.036
142.4203764,3.039
142.5455599,3.042
142.6700549,3.045
142.7938639,3.048
142.9169896,3.051
143.039435,3.054
143.1612032,3.057
143.2822974,3.06
143.4027211,3.063
143.5224779,3.066
143.6415715,3.069
143.7600059,3.072
143.8777852,3.075
143.9949135,3.078
144.1113954,3.081
144.2272353,3.084
144.342438,3.087
144.4570085,3.09
144.5709516,3.093
144.6842727,3.096
144.7969771,3.099
144.9090702,3.102
145.0205578,3.105
145.1314456,3.108
145.2417395,3.111
145.3514458,3.114
145.4605706,3.117
145.5691202,3.12
145.6771013,3.123
145.7845205,3.126
145.8913846,3.129
145.9977005,3.132
146.1034753,3.135
146.2087163,3.138
146.3134307,3.141
146.4176261,3.144
146.52131,3.147
146.6244902,3.15
146.7271745,3.153
146.829371,3.156
146.9310876,3.159
147.0323326,3.162
147.1331143,3.165
147.2334412,3.168
147.3333218,3.171
147.4327648,3.174
147.531779,3.177
147.6303733,3.18
147.7285565,3.183
147.8263379,3.186
147.9237266,3.189
148.0207318,3.192
148.117363,3.195
148.2136296,3.198
148.3095412,3.201
148.4051074,3.204
148.500338,3.207
148.5952427,3.21
148.6898314,3.213
148.7841142,3.216
148.8781011,3.219
148.9718021,3.222
149.0652275,3.225
149.1583876,3.228
149.2512926,3.231
149.343953,3.234
149.4363791,3.237
149.5285816,3.24
149.6205709,3.243
149.7123577,3.246
149.8039526,3.249
149.8953663,3.252
149.9866097,3.255
150.0776934,3.258
150.1686284,3.261
150.2594255,3.264
150.3500956,3.267
150.4406496,3.27
150.5310985,3.273
150.6214534,3.276
150.7117251,3.279
150.8019248,3.282
150.8920636,3.285
150.9821524,3.288
151.0722023,3.291
151.1622245,3.294
151.2522301,3.297
151.3422301,3.3
151.4322356,3.303
151.5222578,3.306
151.6123078,3.309
151.7023966,3.312
151.7925353,3.315
151.882735,3.318
151.9730068,3.321
152.0633616,3.324
152.1538105,3.327
152.2443646,3.33
152.3350346,3.333
152.4258317,3.336
152.5167667,3.339
152.6078504,3.342
152.6990938,3.345
152.7905076,3.348
152.8821025,3.351
152.9738893,3.354
153.0658786,3.357
153.158081,3.36
153.2505072,3.363
153.3431675,3.366
153.4360726,3.369
153.5292326,3.372
153.622658,3.375
153.7163591,3.378
153.8103459,3.381
153.9046287,3.384
153.9992175,3.387
154.0941222,3.39
154.1893527,3.393
154.2849189,3.396
154.3808305,3.399
154.4770971,3.402
154.5737283,3.405
154.6707336,3.408
154.7681222,3.411
154.8659036,3.414
154.9640869,3.417
155.0626811,3.42
155.1616953,3.423
155.2611383,3.426
155.3610189,3.429
155.4613459,3.432
155.5621276,3.435
155.6633726,3.438
155.7650892,3.441
155.8672856,3.444
155.9699699,3.447
156.0731501,3.45
156.176834,3.453
156.2810294,3.456
156.3857439,3.459
156.4909848,3.462
156.5967597,3.465
156.7030756,3.468
156.8099397,3.471
156.9173588,3.474
157.0253399,3.477
157.1338896,3.48
157.2430144,3.483
157.3527206,3.486
157.4630146,3.489
157.5739024,3.492
157.6853899,3.495
157.7974831,3.498
157.9101874,3.501
158.0235085,3.504
158.1374517,3.507
158.2520221,3.51
158.3672248,3.513
158.4830648,3.516
158.5995466,3.519
158.716675,3.522
158.8344542,3.525
158.9528886,3.528
159.0719822,3.531
159.191739,3.534
159.3121628,3.537
159.433257,3.54
159.5550252,3.543
159.6774706,3.546
159.8005963,3.549
159.9244052,3.552
160.0489002,3.555
160.1740838,3.558
160.2999583,3.561
160.4265262,3.564
160.5537894,3.567
160.6817498,3.57
160.8104093,3.573
160.9397693,3.576
161.0698312,3.579
161.2005963,3.582
161.3320657,3.585
161.4642401,3.588
161.5971203,3.591
161.7307068,3.594
161.865,3.597
162,3.6
162.1357068,3.603
162.2721203,3.606
162.4092401,3.609
162.5470657,3.612
162.6855963,3.615
162.8248312,3.618
162.9647693,3.621
163.1054093,3.624
163.2467498,3.627
163.3887894,3.63
163.5315262,3.633
163.6749583,3.636
163.8190838,3.639
163.9639002,3.642
164.1094052,3.645
164.2555963,3.648
164.4024706,3.651
164.5500252,3.654
164.698257,3.657
164.8471628,3.66
164.996739,3.663
165.1469822,3.666
165.2978886,3.669
165.4494542,3.672
165.601675,3.675
165.7545466,3.678
165.9080648,3.681
166.0622248,3.684
166.2170221,3.687
166.3724517,3.69
166.5285085,3.693
166.6851874,3.696
166.8424831,3.699
167.0003899,3.702
167.1589024,3.705
167.3180146,3.708
167.4777206,3.711
167.6380144,3.714
167.7988896,3.717
167.9603399,3.72
168.1223588,3.723
168.2849397,3.726
168.4480756,3.729
168.6117597,3.732
168.7759848,3.735
168.9407439,3.738
169.1060294,3.741
169.271834,3.744
169.4381501,3.747
169.6049699,3.75
169.7722856,3.753
169.9400892,3.756
170.1083726,3.759
170.2771276,3.762
170.4463459,3.765
170.6160189,3.768
170.7861383,3.771
170.9566953,3.774
171.1276811,3.777
171.2990869,3.78
171.4709036,3.783
171.6431222,3.786
171.8157336,3.789
171.9887283,3.792
172.1620971,3.795
172.3358305,3.798
172.5099189,3.801
172.6843527,3.804
172.8591222,3.807
173.0342175,3.81
173.2096287,3.813
173.3853459,3.816
173.5613591,3.819
173.737658,3.822
173.9142326,3.825
174.0910726,3.828
174.2681675,3.831
174.4455072,3.834
174.623081,3.837
174.8008786,3.84
174.9788893,3.843
175.1571025,3.846
175.3355076,3.849
175.5140938,3.852
175.6928504,3.855
175.8717667,3.858
176.0508317,3.861
176.2300346,3.864
176.4093646,3.867
176.5888105,3.87
176.7683616,3.873
176.9480068,3.876
177.127735,3.879
177.3075353,3.882
177.4873966,3.885
177.6673078,3.888
177.8472578,3.891
178.0272356,3.894
178.2072301,3.897
178.3872301,3.9
178.5672245,3.903
178.7472023,3.906
178.9271524,3.909
179.1070636,3.912
179.2869248,3.915
179.4667251,3.918
179.6464534,3.921
179.8260985,3.924
180.0056496,3.927
180.1850956,3.93
180.3644255,3.933
180.5436284,3.936
180.7226934,3.939
180.9016097,3.942
181.0803663,3.945
181.2589526,3.948
181.4373577,3.951
181.6155709,3.954
181.7935816,3.957
181.9713791,3.96
182.148953,3.963
182.3262926,3.966
182.5033876,3.969
182.6802275,3.972
182.8568021,3.975
183.0331011,3.978
183.2091142,3.981
183.3848314,3.984
183.5602427,3.987
183.735338,3.99
183.9101074,3.993
184.0845412,3.996
184.2586296,3.999
184.432363,4.002
184.6057318,4.005
184.7787266,4.008
184.9513379,4.011
185.1235565,4.014
185.2953733,4.017
185.466779,4.02
185.6377648,4.023
185.8083218,4.026
185.9784412,4.029
186.1481143,4.032
186.3173326,4.035
186.4860876,4.038
186.654371,4.041
186.8221745,4.044
186.9894902,4.047
187.15631,4.05
187.3226261,4.053
187.4884307,4.056
187.6537163,4.059
187.8184753,4.062
187.9827005,4.065
188.1463846,4.068
188.3095205,4.071
188.4721013,4.074
188.6341202,4.077
188.7955706,4.08
188.9564458,4.083
189.1167395,4.086
189.2764456,4.089
189.4355578,4.092
189.5940702,4.095
189.7519771,4.098
189.9092727,4.101
190.0659516,4.104
190.2220085,4.107
190.377438,4.11
190.5322353,4.113
190.6863954,4.116
190.8399135,4.119
190.9927852,4.122
191.1450059,4.125
191.2965715,4.128
191.4474779,4.131
191.5977211,4.134
191.7472974,4.137
191.8962032,4.14
192.044435,4.143
192.1919896,4.146
192.3388639,4.149
192.4850549,4.152
192.6305599,4.155
192.7753764,4.158
192.9195018,4.161
193.062934,4.164
193.2056708,4.167
193.3477103,4.17
193.4890509,4.173
193.6296909,4.176
193.7696289,4.179
193.9088638,4.182
194.0473945,4.185
194.18522,4.188
194.3223398,4.191
194.4587533,4.194
194.5944601,4.197
194.7294601,4.2
194.8637533,4.203
194.9973398,4.206
195.13022,4.209
195.2623945,4.212
195.3938638,4.215
195.5246289,4.218
