position,value
15.75,5.502023467
15.9,4.298194835
16.05,5.535247485
16.2,4.840808053
16.35,4.409639362
16.5,4.501933572
16.65,4.322184809
16.8,4.779812514
16.95,5.39237082
17.1,3.150750516
17.25,4.678239284
17.4,3.116233395
17.55,5.193821213
17.7,3.968563033
17.85,4.581796475
18,4.685247588
18.15,4.408099574
18.3,4.778626765
18.45,4.534755176
18.6,4.954645335
18.75,4.843737826
18.9,5.612200533
19.05,4.984676075
19.2,5.267893483
19.35,4.069174641
19.5,5.008581685
19.65,5.230955121
19.8,4.853732244
19.95,5.031616449
20.1,5.260964387
20.25,4.664449622
20.4,3.5840305
20.55,4.214524964
20.7,4.063874526
20.85,4.885330398
21,5.659042363
21.15,4.183880232
21.3,4.482238743
21.45,4.602619174
21.6,4.776974848
21.75,4.901461775
21.9,5.462460291
22.05,4.253855661
22.2,5.028711521
22.35,4.955540839
22.5,4.571948197
22.65,5.098003919
22.8,4.289037631
22.95,4.810388439
23.1,4.393098264
23.25,4.95769126
23.4,5.190949938
23.55,5.392794031
23.7,5.131846207
23.85,4.995905205
24,5.137566911
24.15,4.191839164
24.3,4.183739085
24.45,4.028478951
24.6,5.36150017
24.75,3.731443953
24.9,4.346934098
25.05,5.364208836
25.2,4.812258101
25.35,4.534799443
25.5,3.376863027
25.65,5.594534324
25.8,5.402252861
25.95,3.696324148
26.1,4.977713921
26.25,4.539682479
26.4,3.730576271
26.55,4.363518248
26.7,4.918094655
26.85,5.005581738
27,5.353822975
27.15,3.884615663
27.3,3.823443556
27.45,3.9818286
27.6,4.625545648
27.75,3.191262326
27.9,5.149319803
28.05,4.88917207
28.2,4.748146498
28.35,3.97659063
28.5,3.886901909
28.65,4.956955203
28.8,4.802372655
28.95,4.850332942
29.1,4.313007762
29.25,3.278674158
29.4,4.168917429
29.55,4.682518458
29.7,4.796490324
29.85,4.291981301
30,4.763334055
30.15,4.873271827
30.3,4.135811411
30.45,4.530357519
30.6,3.882720694
30.75,5.697457472
30.9,3.73998593
31.05,3.81598582
31.2,4.004646592
31.35,4.536246574
31.5,4.040298979
31.65,5.334717631
31.8,3.905090412
31.95,4.348209632
32.1,4.360020002
32.25,4.942517026
32.4,4.293671733
32.55,3.95988132
32.7,3.50136399
32.85,4.38989867
33,4.577364934
33.15,4.787513285
33.3,4.867045344
33.45,4.823245829
33.6,5.077011928
33.75,4.462630279
33.9,5.281864197
34.05,4.820754666
34.2,4.40755281
34.35,5.367673444
34.5,5.301826584
34.65,4.661785491
34.8,4.23712031
34.95,4.397812105
35.1,3.981432519
35.25,4.963004486
35.4,4.004754649
35.55,4.722112846
35.7,5.106684057
35.85,4.877573846
36,4.643233973
36.15,4.299599793
36.3,4.668495809
36.45,4.912440132
36.6,5.032943259
36.75,4.599489874
36.9,4.993335317
37.05,4.153785993
37.2,5.24921274
37.35,4.58029017
37.5,4.392343401
37.65,4.779019421
37.8,4.784876257
37.95,5.044418097
38.1,4.432352674
38.25,4.772406085
38.4,4.139061597
38.55,3.82295227
38.7,4.186932939
38.85,4.506693856
39,4.619423865
39.15,4.376878568
39.3,4.25441577
39.45,5.568647235
39.6,5.031107143
39.75,4.802610594
39.9,5.331083848
40.05,5.12086275
40.2,4.616336736
40.35,4.832034159
40.5,4.734088763
40.65,5.243858533
40.8,3.665836149
40.95,4.028398429
41.1,5.862742847
41.25,4.513957362
41.4,4.016699346
41.55,3.83120576
41.7,5.292634705
41.85,3.778748947
42,4.00706427
42.15,4.968157686
42.3,5.292550394
42.45,3.767253453
42.6,5.013289735
42.75,4.8961042
42.9,5.029865278
43.05,5.166332486
43.2,4.685559397
43.35,5.284722869
43.5,4.330641112
43.65,4.019536139
43.8,5.24907274
43.95,5.283621236
44.1,3.715291989
44.25,3.733617292
44.4,4.975428002
44.55,3.450610372
44.7,3.557052216
44.85,4.840674601
45,4.315563338
45.15,3.990934779
45.3,3.748412326
45.45,4.764256527
45.6,5.220426805
45.75,5.367088278
45.9,4.818168582
46.05,4.369371425
46.2,5.166016015
46.35,4.904353844
46.5,4.377598228
46.65,4.979976664
46.8,5.129195105
46.95,5.134951153
47.1,4.668010191
47.25,4.782305636
47.4,4.964299278
47.55,3.954600141
47.7,4.718376175
47.85,5.656947455
48,5.249654158
48.15,4.403883113
48.3,4.690021412
48.45,4.935436546
48.6,5.445705392
48.75,4.959835507
48.9,4.200917238
49.05,4.588023284
49.2,4.600737851
49.35,5.381031864
49.5,4.941431843
49.65,5.519583112
49.8,4.681135314
49.95,5.176683018
50.1,4.240473303
50.25,5.283447154
50.4,5.58210154
50.55,5.069329226
50.7,4.449718104
50.85,4.449437134
51,4.761220941
51.15,5.111253969
51.3,4.548758172
51.45,4.595447345
51.6,4.92268201
51.75,5.104929653
51.9,5.676965892
52.05,4.962762023
52.2,4.262964616
52.35,3.624238603
52.5,4.474509773
52.65,4.203984538
52.8,4.85859792
52.95,4.13698861
53.1,4.887861411
53.25,4.61905231
53.4,3.858062606
53.55,3.865914873
53.7,4.161254535
53.85,3.402174151
54,3.694526482
54.15,4.036505768
54.3,4.359757643
54.45,4.737994647
54.6,3.784331866
54.75,4.134501582
54.9,4.646284328
55.05,5.191395471
55.2,4.136126845
55.35,4.25787838
55.5,3.557399646
55.65,3.899891242
55.8,4.525735927
55.95,4.871198241
56.1,4.601368249
56.25,4.125128238
56.4,4.465337718
56.55,3.707154304
56.7,4.100062241
56.85,4.310323807
57,3.672012116
57.15,4.071591994
57.3,4.622003637
57.45,3.993858757
57.6,5.290657635
57.75,4.742362298
57.9,4.553627349
58.05,3.125175041
58.2,3.682399284
58.35,4.386831213
58.5,4.397306965
58.65,3.730814586
58.8,4.084631996
58.95,2.241389208
59.1,3.410219932
59.25,3.265171631
59.4,3.899550212
59.55,4.956085786
59.7,4.007894687
59.85,3.316913289
60,3.6230027
60.15,2.149312237
60.3,4.258350001
60.45,3.138627698
60.6,3.854476973
60.75,4.081032382
60.9,3.218363893
61.05,3.405686418
61.2,3.361051599
61.35,3.982794294
61.5,3.088314894
61.65,4.347066757
61.8,2.992091847
61.95,2.794322325
62.1,2.991263442
62.25,4.040936824
62.4,4.230533699
62.55,4.444463099
62.7,4.251361462
62.85,3.713618592
63,3.998489482
63.15,3.838124004
63.3,5.369511519
63.45,3.996920313
63.6,3.245640187
63.75,4.031319142
63.9,3.782409723
64.05,3.656288224
64.2,3.548617516
64.35,3.387230836
64.5,4.510094797
64.65,4.032179817
64.8,4.377421692
64.95,3.833553324
65.1,3.379353575
65.25,3.376590628
65.4,4.226970307
65.55,3.28946565
65.7,3.69463388
65.85,3.651604883
66,3.573301965
66.15,3.628590521
66.3,3.694592918
66.45,3.159535494
66.6,3.661008415
66.75,3.11657941
66.9,4.218353899
67.05,4.163250989
67.2,3.610129065
67.35,3.75106409
67.5,3.528122913
67.65,2.595180953
67.8,4.566825099
67.95,4.436886426
68.1,4.586428831
68.25,4.093134231
68.4,4.884880184
68.55,4.209571325
68.7,5.510927734
68.85,4.333981171
69,4.22616885
69.15,4.143440525
69.3,5.397096682
69.45,3.212934017
69.6,4.930745447
69.75,4.119360574
69.9,4.694672259
70.05,4.728347046
70.2,4.892756022
70.35,4.636278033
70.5,4.233992318
70.65,4.756297198
70.8,4.666749927
70.95,5.091407833
71.1,5.142809405
71.25,4.165982078
71.4,4.386951648
71.55,5.086839391
71.7,4.764189544
71.85,4.511953173
72,4.539944467
72.15,5.343020427
72.3,5.919313987
72.45,4.313261183
72.6,3.563283016
72.75,4.648264232
72.9,4.508359865
73.05,4.645495072
73.2,4.230843694
73.35,4.246650192
73.5,4.838893319
73.65,5.149304138
73.8,3.780228382
73.95,4.623000749
74.1,4.362779653
74.25,4.198341367
74.4,4.069085835
74.55,4.210583376
74.7,4.620984044
74.85,4.11147271
75,3.935679406
75.15,4.656010501
75.3,4.742510767
75.45,4.256339306
75.6,3.78861929
75.75,3.251320741
75.9,3.815346589
76.05,4.146336764
76.2,4.495757789
76.35,4.573253295
76.5,4.818287142
76.65,3.678924406
76.8,4.052270967
76.95,3.119604481
77.1,4.383187476
77.25,3.865455553
77.4,5.52438954
77.55,4.542629019
77.7,3.900332696
77.85,3.508216416
78,3.567991613
78.15,3.391246517
78.3,5.387556437
78.45,4.538291019
78.6,4.322955994
78.75,4.147959925
78.9,4.14759934
79.05,4.645431695
79.2,5.842274923
79.35,5.28968022
79.5,4.886884134
79.65,5.264837026
79.8,4.625990318
79.95,4.8386997
80.1,4.609766931
80.25,4.147795934
80.4,4.336445972
80.55,4.317380236
80.7,4.728577868
80.85,4.381898577
81,4.344748872
81.15,5.189970941
81.3,5.206620822
81.45,5.484013823
81.6,3.980694912
81.75,3.65691781
81.9,4.116998871
82.05,5.52129278
82.2,5.831310563
82.35,5.250036229
82.5,5.144511548
82.65,5.521223501
82.8,3.835087093
82.95,4.711650934
83.1,4.517813628
83.25,4.803213717
83.4,4.306209352
83.55,3.437004756
83.7,3.085894685
83.85,4.635486956
84,5.105636572
84.15,6.465244924
84.3,6.355973186
84.45,5.349665839
84.6,4.805347817
84.75,5.13543622
84.9,6.19373412
85.05,5.935381176
85.2,4.342769905
85.35,5.213571198
85.5,5.476271001
85.65,6.108144138
85.8,6.23952053
85.95,6.050849911
86.1,5.318256821
86.25,5.520106781
86.4,5.102262209
86.55,6.106805676
86.7,5.99045215
86.85,5.097365648
87,4.552824321
87.15,5.299982198
87.3,5.48925516
87.45,5.5199281
87.6,5.000302747
87.75,3.544238457
87.9,3.774892149
88.05,5.378478407
88.2,5.448925294
88.35,5.48464363
88.5,4.762786575
88.65,5.218204897
88.8,5.520746586
88.95,5.83899433
89.1,5.304500414
89.25,5.72527656
89.4,5.855241038
89.55,6.235840378
89.7,5.503585635
89.85,4.947992364
90,6.218010742
90.15,6.019430317
90.3,5.609343844
90.45,5.181818064
90.6,4.8231412
90.75,4.685746482
90.9,5.59856991
91.05,6.424434629
91.2,5.731778719
91.35,5.416658354
91.5,5.121387626
91.65,5.669772881
91.8,5.414396768
91.95,5.526386412
92.1,5.917559386
92.25,6.093587845
92.4,5.827143869
92.55,5.624142094
92.7,5.543788246
92.85,5.245235019
93,5.654472447
93.15,6.413207945
93.3,5.00201619
93.45,5.147670126
93.6,5.146402456
93.75,4.344804648
93.9,5.029093475
94.05,5.12550201
94.2,6.644011053
94.35,5.001035136
94.5,4.912023469
94.65,5.747765975
94.8,4.976380821
94.95,5.005180692
95.1,4.80626911
95.25,5.376617416
95.4,5.834512022
95.55,4.848577023
95.7,5.683716323
95.85,5.127798598
96,5.413041776
96.15,6.919200213
96.3,6.091824723
96.45,5.634466546
96.6,5.300136511
96.75,5.245602757
96.9,5.381865725
97.05,5.774092581
97.2,4.59154658
97.35,5.022943294
97.5,5.776796475
97.65,3.916984723
97.8,3.838415182
97.95,4.975323026
98.1,5.344446498
98.25,4.729187242
98.4,5.385863465
98.55,6.056631565
98.7,5.716573799
98.85,5.568320232
99,5.363378004
99.15,5.965500362
99.3,6.023342481
99.45,5.062118214
99.6,5.094724674
99.75,5.318017104
99.9,4.477037062
100.05,5.170793544
100.2,6.032447759
100.35,4.410207827
100.5,3.652826568
100.65,5.022803075
100.8,5.806919347
100.95,5.241206935
101.1,4.706324818
101.25,5.508825594
101.4,5.459381528
101.55,6.452957232
101.7,5.244406957
101.85,5.190140546
102,6.786930611
102.15,5.955010551
102.3,6.347150047
102.45,5.408106694
102.6,5.74784577
102.75,5.341615042
102.9,5.496925216
103.05,5.93978756
103.2,6.264974665
103.35,7.642740033
103.5,6.886677124
103.65,6.364664514
103.8,5.087132652
103.95,5.549459485
104.1,5.945872973
104.25,6.562366663
104.4,5.709265235
104.55,6.12863428
104.7,7.382967356
104.85,6.317902149
105,5.870578281
105.15,5.900399195
105.3,5.69446282
105.45,6.876578974
105.6,6.002517317
105.75,6.661059992
105.9,6.010002334
106.05,6.378307931
106.2,5.98512288
106.35,6.157280758
106.5,6.142496282
106.65,5.950351784
106.8,6.92549761
106.95,6.607047147
107.1,6.364967181
107.25,5.923709831
107.4,5.626986146
107.55,5.729180619
107.7,6.024941527
107.85,5.733079353
108,5.708984302
108.15,5.480591954
108.3,5.96626449
108.45,6.351843862
108.6,6.518500354
108.75,6.654926575
108.9,6.138458202
109.05,5.302639633
109.2,5.789787478
109.35,4.969105368
109.5,6.243905738
109.65,6.165482647
109.8,6.030207045
109.95,5.827836501
110.1,7.380902286
110.25,6.006149221
110.4,5.707534113
110.55,4.925763054
110.7,4.763239586
110.85,5.084539567
111,5.576374981
111.15,5.813330074
111.3,5.255840631
111.45,5.277003137
111.6,5.503221571
111.75,5.404219976
111.9,6.576471007
112.05,5.999989327
112.2,4.862715369
112.35,5.05679223
112.5,3.913853279
112.65,4.996548791
112.8,5.922297691
112.95,5.715004375
113.1,5.577811567
113.25,5.976629611
113.4,5.678146308
113.55,5.709813982
113.7,5.700741122
113.85,5.603794655
114,6.635424317
114.15,5.506772
114.3,5.439305876
114.45,6.627334866
114.6,5.928659642
114.75,6.846011568
114.9,6.729877599
115.05,6.711504356
115.2,5.820350077
115.35,5.424674858
115.5,5.783006562
115.65,5.483562597
115.8,5.987968484
115.95,7.063244294
116.1,6.170087499
116.25,6.163732364
116.4,5.477811016
116.55,5.440817172
116.7,6.212006342
116.85,5.937847134
117,6.972642392
117.15,5.670483849
117.3,5.471105503
117.45,5.344945516
117.6,5.484953774
117.75,5.632665812
117.9,6.687242453
118.05,6.310699416
118.2,5.916474034
118.35,5.862882792
118.5,5.664637347
118.65,6.416835891
118.8,5.569043062
118.95,6.266151416
119.1,5.867083451
119.25,5.759166789
119.4,5.354246736
119.55,5.570619463
119.7,6.368209416
119.85,5.391500431
120,5.619653489
120.15,5.790871472
120.3,6.268126712
120.45,6.030201726
120.6,6.275619066
120.75,5.792670432
120.9,5.635972481
121.05,6.33484042
121.2,5.522460424
121.35,7.252170833
121.5,6.257670978
121.65,5.852046543
121.8,5.197960092
121.95,5.841000887
122.1,7.11170476
122.25,6.731992216
122.4,6.488765123
122.55,6.052915178
122.7,5.168932732
122.85,4.823856957
123,4.84871384
123.15,5.697938465
123.3,6.472515389
123.45,5.619521906
123.6,6.054823324
123.75,5.385611811
123.9,6.187913676
124.05,6.813902207
124.2,6.398420148
124.35,7.580783092
124.5,6.206389813
124.65,6.737875192
124.8,6.058140538
124.95,5.291775412
125.1,6.857360627
125.25,6.132113914
125.4,5.233328449
125.55,5.948795477
125.7,5.524583843
125.85,5.936483282
126,5.800149812
126.15,6.286975354
126.3,5.652945831
126.45,5.075118307
126.6,5.951083091
126.75,6.300841979
126.9,5.541375063
127.05,5.190067324
127.2,5.643641145
127.35,6.105193789
127.5,6.105490939
127.65,6.177805068
127.8,6.183972722
127.95,5.916519118
128.1,5.614819476
128.25,6.882305868
128.4,6.804887878
128.55,7.493468949
128.7,6.78841857
128.85,5.312996184
129,6.878006966
129.15,5.936856811
129.3,4.940490934
129.45,5.173419953
129.6,5.777227658
129.75,6.517826569
129.9,5.972824586
130.05,5.913617341
130.2,5.83423667
130.35,5.485015442
130.5,4.643299716
130.65,6.256438979
130.8,5.043633662
130.95,5.02803356
131.1,4.490610798
131.25,4.778365139
131.4,4.709251721
131.55,4.59902289
131.7,5.23153637
131.85,5.670714703
132,5.439528955
132.15,3.427707118
132.3,3.980489914
132.45,5.285783031
132.6,4.464211732
132.75,5.037042404
132.9,4.495031819
133.05,5.152394202
133.2,3.837596967
133.35,4.467649256
133.5,4.903506483
133.65,4.7514031
133.8,4.573340941
133.95,4.899205648
134.1,3.825313667
134.25,4.832723291
134.4,4.705829565
134.55,4.553650247
134.7,4.9198542
134.85,5.881738053
135,5.488538754
135.15,5.005063061
135.3,4.823275936
135.45,4.757780043
135.6,5.134111235
135.75,5.527535481
135.9,4.647780248
136.05,4.51657356
136.2,4.080066757
136.35,5.388493078
136.5,4.556359803
136.65,4.78321832
136.8,4.327471337
136.95,3.085774216
137.1,4.286481208
137.25,3.057674919
137.4,4.947871704
137.55,5.826673392
137.7,5.32340206
137.85,3.366264924
138,4.058164716
138.15,4.782138764
138.3,4.98394648
138.45,5.625854299
138.6,4.362884316
138.75,4.541129359
138.9,3.689668963
139.05,4.916829173
139.2,4.958120219
139.35,4.730727565
139.5,4.957437199
139.65,3.541657228
139.8,5.620253938
139.95,4.441625394
140.1,5.070894949
140.25,4.993091886
140.4,4.763267035
140.55,5.140411197
140.7,5.101900468
140.85,5.045521111
141,4.68054183
141.15,4.544951281
141.3,4.935337264
141.45,4.408590459
141.6,5.508449996
141.75,4.088474474
141.9,4.441810314
142.05,4.29715724
142.2,3.933220214
142.35,3.634070214
142.5,5.274383591
142.65,3.892669004
142.8,4.181220567
142.95,4.101563509
143.1,4.791236438
143.25,5.31885597
143.4,5.016846067
143.55,3.878087759
143.7,4.863553788
143.85,4.775565203
144,5.310148578
144.15,4.769336964
144.3,4.50911617
144.45,4.543924644
144.6,5.617976332
144.75,5.762139058
144.9,6.126400771
145.05,5.401317869
145.2,5.86358767
145.35,5.252539749
145.5,5.509027764
145.65,4.864828639
145.8,5.339158124
145.95,5.415101737
146.1,5.072133536
146.25,4.748658143
146.4,5.288647661
146.55,4.813124042
146.7,4.557657522
146.85,5.736787758
147,4.894387173
147.15,5.869800287
147.3,5.45413551
147.45,6.361618093
147.6,4.84110302
147.75,5.151373627
147.9,5.065357933
148.05,4.528460666
148.2,4.312735112
148.35,5.4187485
148.5,6.034480039
148.65,4.822919456
148.8,5.079196288
148.95,5.432506618
149.1,4.962876075
149.25,5.392577618
149.4,4.501249458
149.55,5.232358773
149.7,4.431229262
149.85,3.904921956
150,5.347326295
150.15,5.46900039
150.3,5.030505721
150.45,5.155861201
150.6,5.610260419
150.75,4.653997955
150.9,5.33020526
151.05,4.457079959
151.2,5.141720638
151.35,4.520605606
151.5,5.257748234
151.65,5.142078839
151.8,4.249361366
151.95,3.929885324
152.1,4.796737494
152.25,5.311569139
152.4,4.729412209
152.55,4.610301825
152.7,5.470643479
152.85,4.353974651
153,5.003267877
153.15,4.629495337
153.3,5.279623455
153.45,4.243347373
153.6,5.41437723
153.75,4.362965471
153.9,5.047305057
154.05,4.635052444
154.2,4.007403221
154.35,5.196612722
154.5,5.925112444
154.65,4.926363897
154.8,4.262723801
154.95,5.639996423
155.1,5.624508183
155.25,4.825474704
155.4,4.474776488
155.55,5.024228983
155.7,4.376323755
155.85,4.467289326
156,5.01214585
156.15,5.998443009
156.3,5.408847558
156.45,4.59167577
156.6,4.605476781
156.75,5.560581933
156.9,5.346557046
157.05,5.895801213
157.2,5.956880548
157.35,5.308888059
157.5,5.074553193
157.65,5.639004567
157.8,5.255544377
157.95,4.736115886
158.1,4.61827814
158.25,5.559446245
158.4,5.006710124
158.55,5.737673001
158.7,4.794770878
158.85,5.69070077
159,5.283378373
159.15,5.571705187
159.3,5.521762095
159.45,4.28830786
159.6,5.422579461
159.75,4.884516673
159.9,5.188511249
160.05,4.803725393
160.2,5.62932474
160.35,5.28633008
160.5,6.233329761
160.65,4.083872207
160.8,4.824022642
160.95,5.120325641
161.1,4.330924966
161.25,4.734331173
161.4,5.14105298
161.55,5.197550301
161.7,4.684365471
161.85,4.872751324
162,5.344225397
162.15,4.85724614
162.3,4.142322723
162.45,4.650199078
162.6,5.621966609
162.75,5.619161817
162.9,5.600755933
163.05,4.20887949
163.2,4.722001088
163.35,5.091064183
163.5,5.567534885
163.65,5.643979634
163.8,5.746291231
163.95,5.253403259
164.1,4.722133893
164.25,6.152535152
164.4,5.317009253
164.55,5.730266345
164.7,4.6909533
164.85,5.373648215
165,5.36626831
165.15,4.759607326
165.3,5.242118867
165.45,4.811867953
165.6,4.88467298
165.75,5.161976022
165.9,4.000412609
166.05,4.546223877
166.2,4.994189886
166.35,5.363144016
166.5,4.804956983
166.65,4.511632075
166.8,4.228199962
166.95,4.994758505
167.1,4.916282373
167.25,5.492503571
167.4,5.037067675
167.55,4.967081264
167.7,3.340191166
167.85,4.356430141
168,5.513694597
168.15,5.3868477
168.3,4.863604124
168.45,5.194975239
168.6,5.161270618
168.75,4.841415718
168.9,5.133265377
169.05,6.298171963
169.2,5.684823258
169.35,6.409081613
169.5,5.95046471
169.65,5.453911863
169.8,6.575469885
169.95,5.595991594
170.1,4.238505195
170.25,5.539537432
170.4,5.576401513
170.55,5.094073694
170.7,4.124456315
170.85,4.686857849
171,5.262158598
171.15,5.541851791
171.3,6.059889275
171.45,5.403661399
171.6,5.022459163
171.75,4.305373653
171.9,4.335028078
172.05,5.474123891
172.2,6.172154851
172.35,5.443011462
172.5,5.608165122
172.65,4.596477405
172.8,4.741012538
172.95,4.666081202
173.1,4.825074731
173.25,5.581769243
173.4,6.308710489
173.55,6.088041387
173.7,5.024813173
173.85,4.138882083
174,6.255146247
174.15,4.290019017
174.3,5.290227854
174.45,5.746470692
174.6,6.484423661
174.75,5.147711222
174.9,6.001602196
175.05,6.462635936
175.2,6.217699061
175.35,7.062203221
175.5,7.40942483
175.65,7.068253606
175.8,6.991556998
175.95,6.863650274
176.1,6.652291613
176.25,6.050390974
176.4,6.1239446
176.55,7.415002953
176.7,6.446990726
176.85,6.458137277
177,6.250930739
177.15,4.944362434
177.3,4.305266857
177.45,5.023266445
177.6,6.699916579
177.75,6.081419166
177.9,5.520471911
178.05,5.507495781
178.2,5.691243497
178.35,6.405395578
178.5,5.856075906
178.65,7.150818163
178.8,6.166073805
178.95,5.634945007
179.1,5.766570463
179.25,5.310985935
179.4,4.988556827
179.55,6.758740645
179.7,6.681023991
179.85,6.01513993
180,6.521051278
180.15,6.64991893
180.3,6.701994144
180.45,6.019745771
180.6,6.141973758
180.75,7.721566862
180.9,6.637810218
181.05,7.641737609
181.2,5.985267268
181.35,5.47785607
181.5,5.848761894
181.65,5.994449982
181.8,5.586803677
181.95,5.71974669
182.1,5.142448336
182.25,5.848932589
182.4,6.552332889
182.55,6.339507121
182.7,5.861616112
182.85,6.655777695
183,6.578897307
183.15,6.101705234
183.3,4.589077919
183.45,5.607092264
183.6,6.235290017
183.75,4.715357037
183.9,5.611215426
184.05,5.875005759
184.2,6.425168157
184.35,6.947318542
184.5,5.647085043
184.65,6.415001996
184.8,5.836238027
184.95,5.366340152
185.1,6.743559177
185.25,6.498992917
185.4,6.857634775
185.55,6.106515357
185.7,6.561381134
185.85,6.65396236
186,6.676383466
186.15,7.222330782
186.3,6.521441223
186.45,6.563333129
186.6,6.737260354
186.75,7.08667794
186.9,6.366422576
187.05,7.313597427
187.2,7.690220525
187.35,6.419444209
187.5,6.420684292
187.65,6.150012701
187.8,6.381417749
187.95,5.628841833
188.1,7.310662207
188.25,6.088584834
188.4,5.913570479
188.55,5.066751725
188.7,5.611150741
188.85,5.882058328
189,6.108398179
189.15,5.831312918
189.3,6.183342499
189.45,6.308353039
189.6,5.342070841
189.75,5.18991668
189.9,6.736524442
190.05,6.17910119
190.2,5.598361155
190.35,5.92243493
190.5,6.216937352
190.65,6.095783566
190.8,7.804297225
190.95,7.983562701
191.1,7.722764075
191.25,6.599926632
191.4,7.234101463
191.55,7.177010675
191.7,6.621325168
191.85,6.594047846
192,6.612262289
192.15,7.658080565
192.3,6.819813028
192.45,6.765841363
192.6,7.067594918
192.75,7.636218272
192.9,7.471542154
193.05,6.787971544
193.2,5.310555208
193.35,6.460198828
193.5,6.456125402
193.65,6.15596869
193.8,6.185743157
193.95,5.76426426
194.1,6.076940369
194.25,7.651287989
194.4,6.914641207
194.55,5.45687898
194.7,5.621057323
194.85,5.983528309
195,5.845475196
195.15,6.343483386
195.3,7.016737269
195.45,6.97959759
195.6,6.337744262
195.75,6.618671737
195.9,7.221102167
196.05,7.696272494
196.2,6.64736258
196.35,7.569011986
196.5,6.680459166
196.65,6.923364309
196.8,7.176085506
196.95,7.503034395
197.1,7.92942779
197.25,6.697688271
197.4,6.582054007
197.55,6.235425818
197.7,6.729416686
197.85,6.233776271
198,7.599781184
198.15,7.254020652
198.3,8.67183413
198.45,6.06588761
198.6,6.065180242
198.75,7.215012832
198.9,7.247722565
199.05,6.355603897
199.2,6.225389294
199.35,6.320354774
199.5,7.487133663
199.65,6.494520695
199.8,6.49524137
199.95,6.465067153
200.1,7.182395353
200.25,7.281013306
200.4,8.211981499
200.55,8.393104533
200.7,7.460776189
200.85,6.613328458
201,6.847915661
201.15,6.561044522
201.3,6.354630104
201.45,7.574833335
201.6,6.762634621
201.75,6.619713053
201.9,6.215681647
202.05,7.075363986
202.2,6.777127156
202.35,7.628553712
202.5,7.224733804
202.65,7.375849198
202.8,7.098524545
202.95,6.711247124
203.1,6.5495118
203.25,6.768886833
203.4,7.110633971
203.55,6.794176221
203.7,6.302839303
203.85,6.096539688
204,6.52694427
204.15,6.894542828
204.3,6.208875995
204.45,5.861180024
204.6,5.438872853
204.75,6.488494686
204.9,6.389386633
205.05,6.595449864
205.2,6.884251936
205.35,7.503459978
205.5,6.932595652
205.65,6.787753594
205.8,7.415487001
205.95,7.113550579
206.1,6.637826235
206.25,6.88436966
206.4,7.351911397
206.55,7.589171288
206.7,6.084512737
206.85,6.702305703
207,7.653227608
207.15,5.934195095
207.3,6.531238298
207.45,7.585574704
207.6,7.182112818
207.75,5.933227291
207.9,6.777162983
208.05,6.50868028
208.2,6.351846032
208.35,7.009366962
208.5,8.05391533
208.65,7.410202113
208.8,6.898166764
208.95,7.465460288
209.1,7.757295832
209.25,7.327885359
209.4,7.34055622
209.55,8.080554494
209.7,7.414463698
209.85,7.758224771
210,6.701215477
210.15,7.266922022
210.3,7.689297883
210.45,8.625287136
210.6,7.530860964
210.75,6.537803084
210.9,7.426562825
211.05,7.518943656
211.2,7.382967153
211.35,6.72042135
211.5,6.753301052
211.65,6.779421861
211.8,7.806287486
