position,value
17.2,-1.238573283
17.25,-2.124928006
17.3,-1.912224774
17.35,-1.653887057
17.4,-1.687291568
17.45,-0.08474338
17.5,3.170288568
17.55,4.510209951
17.6,2.044438185
17.65,-0.394518152
17.7,0.952628316
17.75,2.786907113
17.8,0.886344914
17.85,-1.110761686
17.9,1.425291011
17.95,4.712563298
18,3.523387886
18.05,0.077679897
18.1,-1.021987379
18.15,-0.720743157
18.2,-1.646271812
18.25,-2.136630891
18.3,-1.115499858
18.35,-0.560961273
18.4,-0.908104468
18.45,-0.633498059
18.5,-0.436696863
18.55,-1.641153825
18.6,-1.944440343
18.65,0.362773236
18.7,1.969555806
18.75,0.769793855
18.8,-0.097665554
18.85,1.011041651
18.9,0.678360596
18.95,-2.058303174
19,-2.348731421
19.05,0.394070942
19.1,1.240590635
19.15,0.395430873
19.2,1.130157374
19.25,1.391302076
19.3,-1.288125126
19.35,-2.498778572
19.4,-0.099029012
19.45,0.878049958
19.5,-0.306854596
19.55,0.342040995
19.6,1.711458839
19.65,0.343631791
19.7,-1.924643739
19.75,-2.322384274
19.8,-2.182511152
19.85,-2.193357331
19.9,-0.908137844
19.95,-0.28198064
20,-1.061560912
20.05,-0.485470816
20.1,0.814290296
20.15,-0.387560431
20.2,-0.525584723
20.25,3.276150021
20.3,4.375210977
20.35,0.592088533
20.4,-0.06339849
20.45,2.779196962
20.5,1.513462936
20.55,-1.011764126
20.6,0.808128043
20.65,2.620241584
20.7,1.048446048
20.75,-1.295039585
20.8,-2.355634842
20.85,-1.593593396
20.9,0.006071468
20.95,0.026216334
21,0.245641387
21.05,3.083051176
21.1,3.759091238
21.15,-0.20898779
21.2,-0.57007954
21.25,3.489896295
21.3,2.552661405
21.35,0.223908879
21.4,2.881684
21.45,3.279658033
21.5,-0.776123195
21.55,-1.754343323
21.6,-0.428937135
21.65,-0.334277145
21.7,-0.568026584
21.75,-1.188493085
21.8,-0.687772504
21.85,0.363765381
21.9,-1.034072986
21.95,-0.544026924
22,3.009360408
22.05,2.297536668
22.1,-0.809476156
22.15,0.006166103
22.2,-0.193325025
22.25,-1.750327712
22.3,0.563129452
22.35,1.065490095
22.4,-0.922217563
22.45,-1.369892518
22.5,-2.722020463
22.55,-1.985203568
22.6,-1.315867106
22.65,-0.137830245
22.7,-0.281937567
22.75,-2.214039131
22.8,-3.068850216
22.85,-2.802157894
22.9,-1.581028866
22.95,1.268398022
23,1.233803142
23.05,-1.670160773
23.1,-1.96912419
23.15,-1.799378651
23.2,-1.222230105
23.25,1.719253423
23.3,1.810438874
23.35,-1.29319121
23.4,-2.41400149
23.45,-1.145092232
23.5,-0.669913921
23.55,-0.528098062
23.6,1.136414624
23.65,1.141140395
23.7,-1.994784768
23.75,-2.100755636
23.8,1.650981738
23.85,2.132270765
23.9,0.399874171
23.95,1.10349848
24,0.086567288
24.05,-2.298303164
24.1,0.65483566
24.15,3.497633083
24.2,1.327014374
24.25,-1.095229631
24.3,-0.400160774
24.35,-0.404489337
24.4,-1.448018636
24.45,1.440692589
24.5,3.824229905
24.55,0.585425939
24.6,-1.928945623
24.65,-0.174158235
24.7,0.233469214
24.75,-0.258580454
24.8,1.400206687
24.85,1.269362591
24.9,-1.921764762
24.95,-2.177207185
25,0.195066025
25.05,0.649061637
25.1,-0.499697499
25.15,-0.760180146
25.2,-0.803532591
25.25,-2.311604603
25.3,-1.296905354
25.35,1.373127347
25.4,0.572396775
25.45,-1.288658599
25.5,-2.279035803
25.55,-3.368669523
25.6,-2.807716998
25.65,-1.175577152
25.7,-0.532219188
25.75,-0.678605775
25.8,-1.786433881
25.85,-3.068615381
25.9,-1.742451994
25.95,-0.052871398
26,-0.680328462
26.05,-1.222067462
26.1,-1.575244711
26.15,-2.191231668
26.2,-2.011496544
26.25,-1.088440783
26.3,0.90427413
26.35,0.393879827
26.4,-1.862837536
26.45,0.065369019
26.5,1.259771406
26.55,-0.17432549
26.6,1.940266917
26.65,3.215782372
26.7,-0.768787745
26.75,-1.91304688
26.8,1.116531506
26.85,0.890579091
26.9,-0.370201467
26.95,0.595304483
27,1.086062229
27.05,-0.7674767
27.1,-1.845167227
27.15,1.649313752
27.2,2.945205756
27.25,0.179838215
27.3,2.226867047
27.35,3.721482803
27.4,-0.439900128
27.45,0.562192749
27.5,3.99061921
27.55,1.140453984
27.6,-1.329062733
27.65,0.521397628
27.7,0.541679159
27.75,-1.039957068
27.8,-0.665129362
27.85,0.963734218
27.9,0.775623211
27.95,-1.509377909
28,-0.172110294
28.05,2.103159705
28.1,0.125510275
28.15,1.560646803
28.2,3.713021482
28.25,-0.276067696
28.3,-1.696245942
28.35,0.437725187
28.4,-0.685351817
28.45,-1.449791845
28.5,-0.962118344
28.55,-1.661188949
28.6,-1.620975386
28.65,-2.170509325
28.7,-2.257575774
28.75,0.091518884
28.8,0.002673373
28.85,-1.049675247
28.9,-0.111559558
28.95,-1.364040524
29,-1.377532345
29.05,0.244402479
29.1,-1.20911088
29.15,-1.324884312
29.2,-0.952953068
29.25,-2.102467401
29.3,0.03667153
29.35,1.030655966
29.4,-0.345132797
29.45,1.58619098
29.5,1.512826682
29.55,-2.344272737
29.6,-1.155021302
29.65,1.23442268
29.7,0.064221829
29.75,-0.345490412
29.8,-1.301799441
29.85,-2.510977878
29.9,-2.024444096
29.95,-1.781861539
30,0.995971793
30.05,1.990651017
30.1,-0.600242605
30.15,1.303600072
30.2,2.29538216
30.25,-0.87026844
30.3,1.588771244
30.35,3.90149606
30.4,-0.239524633
30.45,-1.661681324
30.5,0.125740679
30.55,-0.594533822
30.6,-0.527973855
30.65,-0.632413667
30.7,-1.495103236
