position,age
9.6875,0.775
9.7,0.776
9.7125,0.777
9.725,0.778
9.7375,0.779
9.75,0.78
9.7625,0.781
9.775,0.782
9.7875,0.783
9.8,0.784
9.8125,0.785
9.825,0.786
9.8375,0.787
9.85,0.788
9.8625,0.789
9.875,0.79
9.8875,0.791
9.9,0.792
9.9125,0.793
9.925,0.794
9.9375,0.795
9.95,0.796
9.9625,0.797
9.975,0.798
9.9875,0.799
10,0.8
10.0125,0.801
10.025,0.802
10.0375,0.803
10.05,0.804
10.0625,0.805
10.075,0.806
10.0875,0.807
10.1,0.808
10.1125,0.809
10.125,0.81
10.1375,0.811
10.15,0.812
10.1625,0.813
10.175,0.814
10.1875,0.815
10.2,0.816
10.2125,0.817
10.225,0.818
10.2375,0.819
10.25,0.82
10.2625,0.821
10.275,0.822
10.2875,0.823
10.3,0.824
10.3125,0.825
10.325,0.826
10.3375,0.827
10.35,0.828
10.3625,0.829
10.375,0.83
10.3875,0.831
10.4,0.832
10.4125,0.833
10.425,0.834
10.4375,0.835
10.45,0.836
10.4625,0.837
10.475,0.838
10.4875,0.839
10.5,0.84
10.5125,0.841
10.525,0.842
10.5375,0.843
10.55,0.844
10.5625,0.845
10.575,0.846
10.5875,0.847
10.6,0.848
10.6125,0.849
10.625,0.85
10.6375,0.851
10.65,0.852
10.6625,0.853
10.675,0.854
10.6875,0.855
10.7,0.856
10.7125,0.857
10.725,0.858
10.7375,0.859
10.75,0.86
10.7625,0.861
10.775,0.862
10.7875,0.863
10.8,0.864
10.8125,0.865
10.825,0.866
10.8375,0.867
10.85,0.868
10.8625,0.869
10.875,0.87
10.8875,0.871
10.9,0.872
10.9125,0.873
10.925,0.874
10.9375,0.875
10.95,0.876
10.9625,0.877
10.975,0.878
10.9875,0.879
11,0.88
11.0125,0.881
11.025,0.882
11.0375,0.883
11.05,0.884
11.0625,0.885
11.075,0.886
11.0875,0.887
11.1,0.888
11.1125,0.889
11.125,0.89
11.1375,0.891
11.15,0.892
11.1625,0.893
11.175,0.894
11.1875,0.895
11.2,0.896
11.2125,0.897
11.225,0.898
11.2375,0.899
11.25,0.9
11.2625,0.901
11.275,0.902
11.2875,0.903
11.3,0.904
11.3125,0.905
11.325,0.906
11.3375,0.907
11.35,0.908
11.3625,0.909
11.375,0.91
11.3875,0.911
11.4,0.912
11.4125,0.913
11.425,0.914
11.4375,0.915
11.45,0.916
11.4625,0.917
11.475,0.918
11.4875,0.919
11.5,0.92
11.5125,0.921
11.525,0.922
11.5375,0.923
11.55,0.924
11.5625,0.925
11.575,0.926
11.5875,0.927
11.6,0.928
11.6125,0.929
11.625,0.93
11.6375,0.931
11.65,0.932
11.6625,0.933
11.675,0.934
11.6875,0.935
11.7,0.936
11.7125,0.937
11.725,0.938
11.7375,0.939
11.75,0.94
11.7625,0.941
11.775,0.942
11.7875,0.943
11.8,0.944
11.8125,0.945
11.825,0.946
11.8375,0.947
11.85,0.948
11.8625,0.949
11.875,0.95
11.8875,0.951
11.9,0.952
11.9125,0.953
11.925,0.954
11.9375,0.955
11.95,0.956
11.9625,0.957
11.975,0.958
11.9875,0.959
12,0.96
12.0125,0.961
12.025,0.962
12.0375,0.963
12.05,0.964
12.0625,0.965
12.075,0.966
12.0875,0.967
12.1,0.968
12.1125,0.969
12.125,0.97
12.1375,0.971
12.15,0.972
12.1625,0.973
12.175,0.974
12.1875,0.975
12.2,0.976
12.2125,0.977
12.225,0.978
12.2375,0.979
12.25,0.98
12.2625,0.981
12.275,0.982
12.2875,0.983
12.3,0.984
12.3125,0.985
12.325,0.986
12.3375,0.987
12.35,0.988
12.3625,0.989
12.375,0.99
12.3875,0.991
12.4,0.992
12.4125,0.993
12.425,0.994
12.4375,0.995
12.45,0.996
12.4625,0.997
12.475,0.998
12.4875,0.999
12.5,1
12.5125,1.001
12.524995,1.002
12.537485,1.003
12.54997,1.004
12.56245,1.005
12.574925,1.006
12.587395,1.007
12.59986,1.008
12.61232,1.009
12.624775,1.01
12.637225,1.011
12.64967,1.012
12.66211,1.013
12.674545,1.014
12.686975,1.015
12.6994,1.016
12.71182,1.017
12.724235,1.018
12.736645,1.019
12.74905,1.02
12.76145,1.021
12.773845,1.022
12.786235,1.023
12.79862,1.024
12.811,1.025
12.823375,1.026
12.835745,1.027
12.84811,1.028
12.86047,1.029
12.872825,1.03
12.885175,1.031
12.89752,1.032
12.90986,1.033
12.922195,1.034
12.934525,1.035
12.94685,1.036
12.95917,1.037
12.971485,1.038
12.983795,1.039
12.9961,1.04
13.0084,1.041
13.020695,1.042
13.032985,1.043
13.04527,1.044
13.05755,1.045
13.069825,1.046
13.082095,1.047
13.09436,1.048
13.10662,1.049
13.118875,1.05
13.131125,1.051
13.14337,1.052
13.15561,1.053
13.167845,1.054
13.180075,1.055
13.1923,1.056
13.20452,1.057
13.216735,1.058
13.228945,1.059
13.24115,1.06
13.25335,1.061
13.265545,1.062
13.277735,1.063
13.28992,1.064
13.3021,1.065
13.314275,1.066
13.326445,1.067
13.33861,1.068
13.35077,1.069
13.362925,1.07
13.375075,1.071
13.38722,1.072
13.39936,1.073
13.411495,1.074
13.423625,1.075
13.43575,1.076
13.44787,1.077
13.459985,1.078
13.472095,1.079
13.4842,1.08
13.4963,1.081
13.508395,1.082
13.520485,1.083
13.53257,1.084
13.54465,1.085
13.556725,1.086
13.568795,1.087
13.58086,1.088
13.59292,1.089
13.604975,1.09
13.617025,1.091
13.62907,1.092
13.64111,1.093
13.653145,1.094
13.665175,1.095
13.6772,1.096
13.68922,1.097
13.701235,1.098
13.713245,1.099
13.72525,1.1
13.73725,1.101
13.749245,1.102
13.761235,1.103
13.77322,1.104
13.7852,1.105
13.797175,1.106
13.809145,1.107
13.82111,1.108
13.83307,1.109
13.845025,1.11
13.856975,1.111
13.86892,1.112
13.88086,1.113
13.892795,1.114
13.904725,1.115
13.91665,1.116
13.92857,1.117
13.940485,1.118
13.952395,1.119
13.9643,1.12
13.9762,1.121
13.988095,1.122
13.999985,1.123
14.01187,1.124
14.02375,1.125
14.035625,1.126
14.047495,1.127
14.05936,1.128
14.07122,1.129
14.083075,1.13
14.094925,1.131
14.10677,1.132
14.11861,1.133
14.130445,1.134
14.142275,1.135
14.1541,1.136
14.16592,1.137
14.177735,1.138
14.189545,1.139
14.20135,1.14
14.21315,1.141
14.224945,1.142
14.236735,1.143
14.24852,1.144
14.2603,1.145
14.272075,1.146
14.283845,1.147
14.29561,1.148
14.30737,1.149
14.319125,1.15
14.330875,1.151
14.34262,1.152
14.35436,1.153
14.366095,1.154
14.377825,1.155
14.38955,1.156
14.40127,1.157
14.412985,1.158
14.424695,1.159
14.4364,1.16
14.4481,1.161
14.459795,1.162
14.471485,1.163
14.48317,1.164
14.49485,1.165
14.506525,1.166
14.518195,1.167
14.52986,1.168
14.54152,1.169
14.553175,1.17
14.564825,1.171
14.57647,1.172
14.58811,1.173
14.599745,1.174
14.611375,1.175
14.623,1.176
14.63462,1.177
14.646235,1.178
14.657845,1.179
14.66945,1.18
14.68105,1.181
14.692645,1.182
14.704235,1.183
14.71582,1.184
14.7274,1.185
14.738975,1.186
14.750545,1.187
14.76211,1.188
14.77367,1.189
14.785225,1.19
14.796775,1.191
14.80832,1.192
14.81986,1.193
14.831395,1.194
14.842925,1.195
14.85445,1.196
14.86597,1.197
14.877485,1.198
14.888995,1.199
14.9005,1.2
14.912,1.201
14.923495,1.202
14.934985,1.203
14.94647,1.204
14.95795,1.205
14.969425,1.206
14.980895,1.207
14.99236,1.208
15.00382,1.209
15.015275,1.21
15.026725,1.211
15.03817,1.212
15.04961,1.213
15.061045,1.214
15.072475,1.215
15.0839,1.216
15.09532,1.217
15.106735,1.218
15.118145,1.219
15.12955,1.22
15.14095,1.221
15.152345,1.222
15.163735,1.223
15.17512,1.224
15.1865,1.225
15.197875,1.226
15.209245,1.227
15.22061,1.228
15.23197,1.229
15.243325,1.23
15.254675,1.231
15.26602,1.232
15.27736,1.233
15.288695,1.234
15.300025,1.235
15.31135,1.236
15.32267,1.237
15.333985,1.238
15.345295,1.239
15.3566,1.24
15.3679,1.241
15.379195,1.242
15.390485,1.243
15.40177,1.244
15.41305,1.245
15.424325,1.246
15.435595,1.247
15.44686,1.248
15.45812,1.249
15.469375,1.25
15.480625,1.251
15.49187,1.252
15.50311,1.253
15.514345,1.254
15.525575,1.255
15.5368,1.256
15.54802,1.257
15.559235,1.258
15.570445,1.259
15.58165,1.26
15.59285,1.261
15.604045,1.262
15.615235,1.263
15.62642,1.264
15.6376,1.265
15.648775,1.266
15.659945,1.267
15.67111,1.268
15.68227,1.269
15.693425,1.27
15.704575,1.271
15.71572,1.272
15.72686,1.273
15.737995,1.274
15.749125,1.275
15.76025,1.276
15.77137,1.277
15.782485,1.278
15.793595,1.279
15.8047,1.28
15.8158,1.281
15.826895,1.282
15.837985,1.283
15.84907,1.284
15.86015,1.285
15.871225,1.286
15.882295,1.287
15.89336,1.288
15.90442,1.289
15.915475,1.29
15.926525,1.291
15.93757,1.292
15.94861,1.293
15.959645,1.294
15.970675,1.295
15.9817,1.296
15.99272,1.297
16.003735,1.298
16.014745,1.299
16.02575,1.3
16.03675,1.301
16.047745,1.302
16.058735,1.303
16.06972,1.304
16.0807,1.305
16.091675,1.306
16.102645,1.307
16.11361,1.308
16.12457,1.309
16.135525,1.31
16.146475,1.311
16.15742,1.312
16.16836,1.313
16.179295,1.314
16.190225,1.315
16.20115,1.316
16.21207,1.317
16.222985,1.318
16.233895,1.319
16.2448,1.32
16.2557,1.321
16.266595,1.322
16.277485,1.323
16.28837,1.324
16.29925,1.325
16.310125,1.326
16.320995,1.327
16.33186,1.328
16.34272,1.329
16.353575,1.33
16.364425,1.331
16.37527,1.332
16.38611,1.333
16.396945,1.334
16.407775,1.335
16.4186,1.336
16.42942,1.337
16.440235,1.338
16.451045,1.339
16.46185,1.34
16.47265,1.341
16.483445,1.342
16.494235,1.343
16.50502,1.344
16.5158,1.345
16.526575,1.346
16.537345,1.347
16.54811,1.348
16.55887,1.349
16.569625,1.35
16.580375,1.351
16.59112,1.352
16.60186,1.353
16.612595,1.354
16.623325,1.355
16.63405,1.356
16.64477,1.357
16.655485,1.358
16.666195,1.359
16.6769,1.36
16.6876,1.361
16.698295,1.362
16.708985,1.363
16.71967,1.364
16.73035,1.365
16.741025,1.366
16.751695,1.367
16.76236,1.368
16.77302,1.369
16.783675,1.37
16.794325,1.371
16.80497,1.372
16.81561,1.373
16.826245,1.374
16.836875,1.375
16.8475,1.376
16.85812,1.377
16.868735,1.378
16.879345,1.379
16.88995,1.38
16.90055,1.381
16.911145,1.382
16.921735,1.383
16.93232,1.384
16.9429,1.385
16.953475,1.386
16.964045,1.387
16.97461,1.388
16.98517,1.389
16.995725,1.39
17.006275,1.391
17.01682,1.392
17.02736,1.393
17.037895,1.394
17.048425,1.395
17.05895,1.396
17.06947,1.397
17.079985,1.398
17.090495,1.399
17.101,1.4
17.1115,1.401
17.121995,1.402
17.132485,1.403
17.14297,1.404
17.15345,1.405
17.163925,1.406
17.174395,1.407
17.18486,1.408
17.19532,1.409
17.205775,1.41
17.216225,1.411
17.22667,1.412
17.23711,1.413
17.247545,1.414
17.257975,1.415
17.2684,1.416
17.27882,1.417
17.289235,1.418
17.299645,1.419
17.31005,1.42
17.32045,1.421
17.330845,1.422
17.341235,1.423
17.35162,1.424
17.362,1.425
17.372375,1.426
17.382745,1.427
17.39311,1.428
17.40347,1.429
17.413825,1.43
17.424175,1.431
17.43452,1.432
17.44486,1.433
17.455195,1.434
17.465525,1.435
17.47585,1.436
17.48617,1.437
17.496485,1.438
17.506795,1.439
17.5171,1.44
17.5274,1.441
17.537695,1.442
17.547985,1.443
17.55827,1.444
17.56855,1.445
17.578825,1.446
17.589095,1.447
17.59936,1.448
17.60962,1.449
17.619875,1.45
17.630125,1.451
17.64037,1.452
17.65061,1.453
17.660845,1.454
17.671075,1.455
17.6813,1.456
17.69152,1.457
17.701735,1.458
17.711945,1.459
17.72215,1.46
17.73235,1.461
17.742545,1.462
17.752735,1.463
17.76292,1.464
17.7731,1.465
17.783275,1.466
17.793445,1.467
17.80361,1.468
17.81377,1.469
17.823925,1.47
17.834075,1.471
17.84422,1.472
17.85436,1.473
17.864495,1.474
17.874625,1.475
17.88475,1.476
17.89487,1.477
17.904985,1.478
17.915095,1.479
17.9252,1.48
17.9353,1.481
17.945395,1.482
17.955485,1.483
17.96557,1.484
17.97565,1.485
17.985725,1.486
17.995795,1.487
18.00586,1.488
18.01592,1.489
18.025975,1.49
18.036025,1.491
18.04607,1.492
18.05611,1.493
18.066145,1.494
18.076175,1.495
18.0862,1.496
18.09622,1.497
18.106235,1.498
18.116245,1.499
18.12625,1.5
18.13625,1.501
18.146245,1.502
18.156235,1.503
18.16622,1.504
18.1762,1.505
18.186175,1.506
18.196145,1.507
18.20611,1.508
18.21607,1.509
18.226025,1.51
18.235975,1.511
18.24592,1.512
18.25586,1.513
18.265795,1.514
18.275725,1.515
18.28565,1.516
18.29557,1.517
18.305485,1.518
18.315395,1.519
18.3253,1.52
18.3352,1.521
18.345095,1.522
18.354985,1.523
18.36487,1.524
18.37475,1.525
18.384625,1.526
18.394495,1.527
18.40436,1.528
18.41422,1.529
18.424075,1.53
18.433925,1.531
18.44377,1.532
18.45361,1.533
18.463445,1.534
18.473275,1.535
18.4831,1.536
18.49292,1.537
18.502735,1.538
18.512545,1.539
18.52235,1.54
18.53215,1.541
18.541945,1.542
18.551735,1.543
18.56152,1.544
18.5713,1.545
18.581075,1.546
18.590845,1.547
18.60061,1.548
18.61037,1.549
18.620125,1.55
18.629875,1.551
18.63962,1.552
18.64936,1.553
18.659095,1.554
18.668825,1.555
18.67855,1.556
18.68827,1.557
18.697985,1.558
18.707695,1.559
18.7174,1.56
18.7271,1.561
18.736795,1.562
18.746485,1.563
18.75617,1.564
18.76585,1.565
18.775525,1.566
18.785195,1.567
18.79486,1.568
18.80452,1.569
18.814175,1.57
18.823825,1.571
18.83347,1.572
18.84311,1.573
18.852745,1.574
18.862375,1.575
18.872,1.576
18.88162,1.577
18.891235,1.578
18.900845,1.579
18.91045,1.58
18.92005,1.581
18.929645,1.582
18.939235,1.583
18.94882,1.584
18.9584,1.585
18.967975,1.586
18.977545,1.587
18.98711,1.588
18.99667,1.589
19.006225,1.59
19.015775,1.591
19.02532,1.592
19.03486,1.593
19.044395,1.594
19.053925,1.595
19.06345,1.596
19.07297,1.597
19.082485,1.598
19.091995,1.599
19.1015,1.6
19.111,1.601
19.120495,1.602
19.129985,1.603
19.13947,1.604
19.14895,1.605
19.158425,1.606
19.167895,1.607
19.17736,1.608
19.18682,1.609
19.196275,1.61
19.205725,1.611
19.21517,1.612
19.22461,1.613
