position,value
7.15,3.04945144
7.2,0.684526085
7.25,-1.655613696
7.3,-1.58854368
7.35,-0.516875218
7.4,-0.702106273
7.45,-1.377550077
7.5,-0.855201787
7.55,0.094572747
7.6,-0.18891618
7.65,-1.226425402
7.7,-1.532695785
7.75,-1.423699323
7.8,-2.043798614
7.85,-2.661282783
7.9,-1.747169215
7.95,-0.05283551
8,0.396388488
8.05,-0.321739666
8.1,-0.552781408
8.15,-0.035261907
8.2,-0.229191449
8.25,-1.625932704
8.3,-2.60544286
8.35,-2.020443524
8.4,-0.966403892
8.45,-0.821895682
8.5,-1.076788125
8.55,-0.569388914
8.6,0.277950582
8.65,-0.046605668
8.7,-1.472566457
8.75,-1.798361641
8.8,-0.0058465
8.85,1.805985951
8.9,1.436958403
8.95,-0.00631618
9,0.150351456
9.05,1.939663531
9.1,2.634327396
9.15,0.722649757
9.2,-1.757708672
9.25,-2.25679583
9.3,-1.083505314
9.35,-0.212841253
9.4,-0.249437466
9.45,-0.398244973
9.5,-0.398228685
9.55,-0.604774424
9.6,-0.916020453
9.65,-0.748497962
9.7,-0.336645334
9.75,-0.769615741
9.8,-1.817254555
9.85,-1.587440465
9.9,0.84302636
9.95,3.621835047
10,4.072195643
10.05,2.067947405
10.1,0.37402864
10.15,1.253697368
10.2,3.449649094
10.25,3.652237254
10.3,1.031358386
10.35,-1.25267361
10.4,-0.215385315
10.45,2.858548621
10.5,4.369021272
10.55,2.929037079
10.6,0.415224846
10.65,-0.951547167
10.7,-0.989193882
10.75,-0.912181531
10.8,-1.16156731
10.85,-1.175849165
10.9,-0.867762795
10.95,-0.673506384
11,-0.258307391
11.05,1.011202013
11.1,2.394287104
11.15,2.065000275
11.2,-0.196949357
11.25,-1.734832655
11.3,-0.195796516
11.35,2.876357365
11.4,3.893596396
11.45,2.201473334
11.5,0.901777478
11.55,2.263853523
11.6,4.41464752
11.65,3.817332567
11.7,0.158768887
11.75,-2.557956276
11.8,-1.576776539
11.85,0.858321576
11.9,1.473496608
11.95,0.606304945
12,0.138262083
12.05,-0.064955696
12.1,-1.290454233
12.15,-2.5208131
12.2,-2.290245952
12.25,-1.639994694
12.3,-1.801581779
12.35,-1.59094675
12.4,0.502493691
12.45,2.739455691
12.5,2.289258576
12.55,0.033888986
12.6,-0.641966164
12.65,0.553225254
12.7,0.573095572
12.75,-1.077136649
12.8,-1.147339082
12.85,1.11958977
12.9,2.268409474
12.95,0.474457474
13,-1.732322256
13.05,-1.978971693
13.1,-1.766073086
13.15,-2.211522973
13.2,-1.092576805
13.25,1.628238506
13.3,2.304752167
13.35,0.354924803
13.4,-0.353162621
13.45,0.910917651
13.5,0.228076822
13.55,-2.186679657
13.6,-1.46039857
13.65,1.658819453
13.7,2.373398545
13.75,0.82154342
13.8,-0.218742929
13.85,-1.216539411
13.9,-3.247314192
13.95,-3.88583867
14,-1.98905206
14.05,-0.664604099
14.1,0.092820586
14.15,1.725532576
14.2,1.862953301
14.25,-0.943983353
14.3,-1.355681562
14.35,2.38750972
14.4,3.125140804
14.45,0.582969612
14.5,1.856598044
14.55,4.430890041
14.6,1.418912535
14.65,-2.191036119
14.7,-0.481585497
14.75,1.268295169
14.8,0.543463971
14.85,-0.054216412
14.9,-1.181856676
14.95,-2.264169581
15,-1.882361865
15.05,-1.848590583
15.1,-0.534711521
15.15,3.363558911
15.2,3.628856196
15.25,-0.061005318
15.3,0.748425539
15.35,2.435845121
15.4,-0.775916759
15.45,0.778566896
15.5,4.625805345
15.55,1.562002607
15.6,-1.12997033
15.65,-0.921591009
15.7,-2.22279721
15.75,-1.446951745
15.8,-0.707644256
15.85,-1.019618605
15.9,-0.509795854
15.95,-1.832472784
16,-1.401675042
16.05,1.567404348
16.1,0.696016615
16.15,-0.046327307
16.2,1.057165489
16.25,-1.689696498
16.3,-2.249745015
16.35,0.905322517
16.4,0.500668673
16.45,0.851979324
16.5,0.959196433
16.55,-2.369809259
16.6,-1.179060925
16.65,0.75425007
16.7,-0.489474712
16.75,0.874672093
16.8,1.034443983
16.85,-1.755404147
16.9,-2.410131544
16.95,-2.325311941
17,-1.835046253
17.05,-0.400191676
17.1,-1.100868892
17.15,-0.452966149
17.2,0.545081739
17.25,-1.074360819
17.3,1.753064929
17.35,4.380351211
17.4,0.350555858
17.45,0.410633905
17.5,2.71665985
17.55,-0.38790605
17.6,-0.147198004
17.65,2.388810292
17.7,0.849644843
17.75,-1.672816475
17.8,-2.416408858
17.85,-0.961200276
17.9,0.083048168
17.95,-0.198470597
18,2.379481017
18.05,3.639271023
18.1,-0.555111893
18.15,-0.004799367
18.2,3.692060952
18.25,1.048092197
18.3,1.018685936
18.35,3.689704429
18.4,0.403776558
18.45,-2.014123032
18.5,-0.718405152
18.55,-0.459589737
18.6,-0.688865727
18.65,-1.312733062
18.7,-0.651673296
18.75,0.120614856
18.8,-1.419601332
18.85,0.28645409
18.9,3.242790449
18.95,0.826318257
19,-0.999698255
19.05,0.256860117
19.1,-1.355858857
19.15,-1.060385388
19.2,1.234212703
19.25,-0.174370616
19.3,-1.361352792
19.35,-2.066754857
